Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,,,,
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &&_DATA_50.00_150.00_0_-63_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-69_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-60_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-60_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-63_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-55_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Sent: &_START_TEST_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-56_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-62_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-47_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-49_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-49_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-49_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-54_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-56_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-56_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-61_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-57_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-58_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-54_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-51_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-50_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-53_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-53_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-51_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-66_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-67_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-72_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-73_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-74_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-79_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-80_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-68_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-67_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-74_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-75_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-73_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-79_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-70_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-72_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-72_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-59_16_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_0_-67_15_*
,,,,,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-65_15_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_52.58_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_52.58_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-75_15_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_54.42_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_54.42_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-81_8_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_55.36_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_55.36_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-57_-42_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_51.27_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_51.27_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-29_-77_*
,,,,,,,,,,Received: &_PWM_51.25_29.92_46.33_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.92_46.33_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-50_-89_*
,,,,,,,,,,Received: &_PWM_51.25_26.17_50.08_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.17_50.08_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-39_-93_*
,,,,,,,,,,Received: &_PWM_51.25_28.21_48.04_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_28.21_48.04_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-14_-95_*
,,,,,,,,,,Received: &_PWM_51.25_32.47_43.78_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_32.47_43.78_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-28_-95_*
,,,,,,,,,,Received: &_PWM_51.25_30.08_46.18_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_30.08_46.18_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-33_-95_*
,,,,,,,,,,Received: &_PWM_51.25_29.29_46.96_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.29_46.96_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-30_-95_*
,,,,,,,,,,Received: &_PWM_51.25_29.76_46.49_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.76_46.49_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-29_-94_*
,,,,,,,,,,Received: &_PWM_51.25_29.92_46.33_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.92_46.33_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-32_-95_*
,,,,,,,,,,Received: &_PWM_51.25_29.34_46.91_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.34_46.91_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-30_-95_*
,,,,,,,,,,Received: &_PWM_51.25_29.71_46.54_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.71_46.54_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-1_-94_*
,,,,,,,,,,Received: &_PWM_51.25_34.75_41.50_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_34.75_41.50_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-15_-95_*
,,,,,,,,,,Received: &_PWM_51.25_32.28_43.97_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_32.28_43.97_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-32_-94_*
,,,,,,,,,,Received: &_PWM_51.25_29.39_46.86_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.39_46.86_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-35_-94_*
,,,,,,,,,,Received: &_PWM_51.25_28.81_47.44_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_28.81_47.44_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-25_-95_*
,,,,,,,,,,Received: &_PWM_51.25_30.55_45.70_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_30.55_45.70_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_10_-14_-95_*
,,,,,,,,,,Received: &_PWM_51.25_32.54_43.71_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_32.54_43.71_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-1_-94_*
,,,,,,,,,,Received: &_PWM_51.25_31.84_44.41_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_31.84_44.41_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-18_-94_*
,,,,,,,,,,Received: &_PWM_51.25_28.74_47.51_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_28.74_47.51_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-26_-94_*
,,,,,,,,,,Received: &_PWM_51.25_27.43_48.82_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.43_48.82_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-25_-94_*
,,,,,,,,,,Received: &_PWM_51.25_27.48_48.77_60.00_25.00_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.48_48.77_60.00_25.00_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.000000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-25_-95_*
